imdb_id,imdb_rating,imdb_votes,R
tt3303416,6.1,270,5.558483754512634
tt3449320,4.9,872,5.3448398576512455
tt2951576,4.1,688,5.197867001254705
tt3426144,6.8,76,5.538354037267081
tt2980794,7.6,24037,7.402163017673437
tt2196638,7.5,195,5.644712430426716
tt3302962,5.6,3613,5.559103549811876
tt2573750,6.1,1973,5.764654594232059
tt3322420,8.2,56406,8.085410654262724
tt3483646,5.5,3455,5.5
tt2727028,5.0,2726,5.239188672024493
tt3565354,4.3,53,5.475088131609871
tt2976176,8.0,1240,6.328877005347594
tt2609218,3.8,2521,4.646444931288587
tt3539966,5.2,918,5.419426565242832
tt3614516,8.0,8672,7.440565699964196
tt3531604,3.6,320,5.284397163120567
tt3166542,6.8,43,5.521981911128588
tt3483596,3.4,527,5.1343904856293365
tt4335698,2.3,7,5.49106501794974
tt2372678,6.9,22060,6.757491856677524
tt2708550,6.8,415,5.685077186963979
tt3531852,6.7,4480,6.270200573065903
tt2762334,5.2,6907,5.279727862230255
tt2612924,5.3,66,5.49485580670304
tt2191164,7.5,89,5.568752414059483
tt3514330,5.1,1742,5.335737859500235
tt3636776,6.3,1013,5.730686023341874
tt3681414,6.2,683,5.650204209864907
tt2063745,7.4,1761,6.285238206993664
tt3640942,5.6,240,5.508759124087591
tt3056632,7.3,462,5.7807562457798785
tt3672618,6.2,273,5.568914532996754
tt3431714,4.8,414,5.400549073438572
tt3645014,3.2,1419,4.66721102322021
tt3369670,6.7,848,5.803942652329749
tt3501994,7.4,1560,6.230049261083744
tt3585758,6.5,13,5.50517309988062
tt2998196,5.4,229,5.491608647856358
tt3142232,5.3,7438,5.350311933990742
tt3709344,7.3,4141,6.622391206143653
tt2417560,7.3,3162,6.505227834687389
tt3290688,4.6,1483,5.1649008285212155
tt3038772,4.3,539,5.287166831194472
tt2208248,2.7,136,5.355538694992413
tt2429930,5.6,62,5.502419984387197
tt3524410,3.8,240,5.351094890510949
tt3175038,6.4,14964,6.271163536417774
tt3359290,5.5,1922,5.5
tt3036740,1.8,7216,2.752037875669
tt3678938,6.0,10065,5.900517309988062
tt3619772,4.4,1903,5.024574153985919
tt3716142,4.9,653,5.3757373929590875
tt2283894,6.5,39,5.515360378101614
tt3822600,5.5,329,5.5
tt2556308,7.2,23733,7.037990317538978
tt3683702,4.7,931,5.282920431361119
tt3854246,5.0,12,5.497611464968152
tt3794302,6.2,866,5.680095068330362
tt2978626,4.5,6885,4.76638252530634
tt2309764,5.7,6745,5.645916711736073
tt3495000,7.3,9623,6.928804751299183
tt3483712,6.1,3666,5.856730457346739
tt3001638,6.8,9307,6.524739561277208
tt3619854,3.1,1160,4.7393442622950825
tt3142688,5.8,5897,5.7106823865666305
tt3554418,6.4,6981,6.16268326125936
tt3720634,5.4,488,5.483668005354752
tt2372222,5.3,22323,5.32014260967651
tt3814100,6.2,97,5.526145552560647
tt1826763,5.4,22,5.499127676447264
tt3881136,5.3,43,5.496618167518679
tt3877652,4.2,111,5.44473381846036
tt3390572,8.1,46912,7.968453007366631
tt2905838,5.5,20431,5.5
tt3893476,5.7,28,5.502215189873418
tt3398052,6.1,5103,5.902709456793371
tt4087770,3.8,40,5.473228346456693
tt4010306,4.9,286,5.43840631730079
tt2317135,4.6,275,5.410810810810811
tt2691010,2.7,169,5.322705133008618
tt3169676,3.5,8,5.493620414673047
tt3021244,6.4,24,5.5085578446909675
tt2871010,5.5,800,5.5
tt2461132,5.1,32113,5.128890879149452
tt2630076,4.7,351,5.401508242721852
tt3847072,6.1,468,5.594609164420485
tt1239276,7.1,1699,6.147392236246725
tt3848888,5.0,2632,5.2435697583788
tt3796006,5.7,639,5.540713603058299
tt1704680,5.7,220,5.516176470588235
tt4219300,4.5,82,5.468241673121611
tt3309844,4.8,88,5.476197836166925
tt3380264,4.3,3641,4.788519785051295
tt2392447,5.7,3208,5.61240364400841
tt3017412,5.4,3136,5.444357700496807
tt4190220,6.5,336,5.618476727785613
tt4228746,4.4,929,5.201983085447653
tt0403935,3.2,2955,4.254078826764436
tt0839742,7.2,1860,6.225229357798165
tt4045666,5.8,299,5.532047159699893
tt2767712,4.7,113,5.4654037504783775
tt2216852,5.2,323,5.46567481402763
tt2882328,8.1,17483,7.774723514987739
tt2338151,8.1,143605,8.055511447246841
tt2613942,5.9,44,5.506918238993711
tt2106537,5.6,5794,5.569857728478418
tt2679480,7.2,2419,6.3360032526936365
tt2094854,6.1,2352,5.790849134377575
tt2624852,7.5,282,5.702731847591661
tt2423132,6.2,1586,5.7717082721488016
tt1855268,5.5,159,5.5
tt1375789,5.3,14300,5.329761904761904
tt2318401,6.1,114,5.526166794185157
tt2224313,6.8,553,5.7354733049459545
tt2377938,8.0,46590,7.8726828274597676
tt2429640,4.9,2182,5.220375907731739
tt2171454,3.5,1187,4.856116083536751
tt2213054,7.6,25031,7.4093058733790995
tt2404187,7.8,29,5.526374060893634
tt2857500,7.1,883,5.917617499261011
tt2404519,3.6,1064,4.9327721661055
tt2323964,6.4,4224,6.065377751338489
tt2621000,7.5,15157,7.216826187914142
tt2362778,6.8,3540,6.2619205298013245
tt2389486,6.8,90,5.545173745173744
tt2199711,8.2,38016,8.03339915095271
tt2706264,5.1,387,5.446380325597506
tt2203308,7.0,24878,6.863028709182555
tt2406676,5.7,3628,5.618407310704962
tt2344678,1.7,7470,2.6528585757271816
tt2341766,5.8,3891,5.6826474730089185
tt2622130,5.3,1143,5.437249519626682
tt2658126,6.1,3935,5.866899766899767
tt2797242,6.7,4576,6.2760316563029965
tt2436516,6.6,10605,6.3901564288439525
tt2814372,5.6,734,5.52269635126778
tt2804026,6.5,3674,6.0950761256883705
tt1986040,3.8,692,5.131453634085213
tt2929840,2.7,208,5.284933530280649
tt2178470,7.1,34952,6.99319662501335
tt2806788,6.9,9666,6.612313003452245
tt3324810,6.8,86,5.543232791956689
tt2359810,7.6,27434,7.4246141511324915
tt2912578,6.5,1406,5.859959037378393
tt2066062,2.4,238,5.230533235938642
tt2246724,5.8,4450,5.692086330935251
tt2100543,3.0,135,5.371916508538899
tt2861320,4.0,1263,4.99654530959341
tt2356180,8.2,56205,8.085018311898475
tt2976172,6.3,1581,5.809924038225925
tt2408040,6.4,3219,6.00657457597482
tt2941856,5.1,205,5.469685767097967
tt2215163,4.4,415,5.343396226415094
tt2848824,5.3,693,5.456592546194801
tt2188811,5.5,63,5.5
tt3044882,3.2,1098,4.79811006114508
tt2337292,6.7,217,5.595841001104159
tt3311236,5.2,5,5.49940119760479
tt2306635,6.2,20,5.5055555555555555
tt2385104,7.2,8421,6.810841498031316
tt2932606,7.3,582,5.8399091499026605
tt1891884,4.6,6211,4.8582941108942705
tt2855648,7.7,21393,7.469807056460051
tt2275802,5.9,4623,5.759609715007722
tt2988272,5.7,5699,5.639016953286987
tt2357926,5.6,3118,5.5555001779992885
tt2112124,6.0,45649,5.974038920849861
tt2476154,4.3,5423,4.678644452858766
tt2699840,5.7,735,5.545440494590418
tt3177332,4.3,1424,5.064525993883793
tt2615584,4.8,3965,5.070688321732405
tt1773764,8.0,5833,7.249969998799952
tt2350496,7.8,43790,7.675783106502483
tt2222716,5.4,61,5.497618117922687
tt2571140,5.1,9674,5.182142270412354
tt2181831,8.3,13537,7.863509384548233
tt2796318,6.1,2459,5.797519661222021
tt3059106,5.9,882,5.604316972205796
tt2438764,2.8,283,5.2254401724757455
tt2554042,6.7,64,5.5299531981279255
tt3005850,4.3,156,5.429518072289158
tt2401719,5.9,313,5.544507643085674
tt3766798,6.3,6,5.501915403032721
tt2375567,1.9,145,5.302646502835539
tt2275794,5.0,3250,5.217391304347826
tt3357416,5.1,151,5.477216144851
tt3309662,2.0,657,4.771618625277162
tt2229842,7.1,10364,6.789054726368159
tt2551378,5.0,3508,5.208055925432756
tt1833673,5.4,41052,5.4057402645113894
tt2229848,5.4,4702,5.4347125798389335
tt2224317,7.3,13794,7.023824720756106
tt3129282,5.5,866,5.5
tt2184125,6.1,444,5.590489130434783
tt2175671,2.2,207,5.247654229774658
tt1941638,7.1,1251,6.033617701946147
tt2437954,5.7,2044,5.589964788732393
tt2215477,6.4,17246,6.28605287146764
tt1849718,6.9,20827,6.749959274660266
tt1703958,5.7,6081,5.641731732898264
tt2126282,5.9,2742,5.709233117130866
tt2378057,5.5,285,5.5
tt2191721,3.5,1063,4.903311815885489
tt2130242,5.8,3831,5.681535302479862
tt2188893,5.7,26,5.502058590657166
tt1620933,8.2,29994,7.992269342032374
tt1821480,8.1,53181,7.983263590811947
tt2164702,4.7,27,5.491452314998021
tt1395025,5.1,6708,5.208601216333623
tt2246595,5.1,893,5.394724432655467
tt2265191,7.2,2030,6.261810154525387
tt2211133,2.7,23,5.474474831549743
tt2158633,4.3,14,5.493317422434368
tt2191641,4.1,374,5.317814892136395
tt2347289,4.1,339,5.332828460725608
tt2317337,7.8,36545,7.652734024843129
tt2309987,5.3,3234,5.387199162888036
tt1706317,3.9,2001,4.788691401910686
tt1971365,3.9,783,5.118397806883948
tt2308773,6.5,6214,6.213105347716319
tt2186731,3.2,902,4.890182245737801
tt1286766,5.7,360,5.525174825174826
tt2404027,6.8,1286,5.941574220813524
tt2327389,5.5,233,5.500000000000001
tt2072227,7.2,9143,6.834973804002405
tt2122340,6.4,4693,6.087195884888086
tt2354407,4.7,3669,5.024201653428433
tt1127220,4.0,80,5.453488372093023
tt2402745,6.9,24,5.513312202852616
tt3431756,3.1,9,5.491390992427261
tt1954470,8.2,71636,8.108951116866299
tt2168910,6.3,12514,6.166790995071267
tt2156785,7.3,379,5.736957276832234
tt2027138,5.0,3494,5.2085418752085415
tt2339549,4.9,187,5.458243394119836
tt1563732,5.2,59,5.493083235638921
tt2016894,5.5,26996,5.5
tt1954470,8.2,71636,8.108951116866299
tt2251552,6.0,157,5.529544599171999
tt2187972,4.2,983,5.13310364628194
tt1918886,2.4,4716,3.4740022172949
tt2243336,5.8,23,5.502734839476814
tt2232524,3.5,178,5.36706497386109
tt2321492,6.3,157,5.547271358675198
tt2185084,6.2,68,5.518535825545171
tt2387495,7.2,334,5.700352858151024
tt2082197,8.1,70443,8.010889324541079
tt1949548,5.1,3763,5.259667890787163
tt2367056,6.3,41,5.512908303817395
tt2402131,4.2,532,5.271899736147757
tt2294685,6.0,22,5.50436161776368
tt2283748,8.2,46072,8.061031046693568
tt2255934,4.3,1571,5.036919675755343
tt1785333,7.2,1334,6.091497130933751
tt2406636,2.5,480,5.016778523489933
tt1172587,5.7,1481,5.574403416227079
tt2292625,6.8,2876,6.19546130952381
tt2172071,5.4,13358,5.415764913608275
tt2356959,4.2,491,5.286593112671348
tt2256514,3.7,793,5.066535074400243
tt2222550,4.8,1587,5.228186934181552
tt2317103,6.5,67,5.526100506427737
tt1956433,5.6,78,5.503025601241272
tt2176013,6.7,48945,6.641685294975217
tt1787988,7.2,36801,7.091860258008702
tt2188805,6.2,87,5.523540780827213
tt2178508,4.0,8258,4.348577802565533
tt2346744,4.5,21,5.491669972233241
tt2112131,4.9,14077,4.990486819086687
tt1784589,4.1,3621,4.671801993138375
tt1980986,5.2,12146,5.251208521097911
tt1728986,5.5,7533,5.5
tt2181931,7.8,31107,7.628904692474782
tt1948047,2.3,56,5.4298904538341155
tt1773109,5.6,3739,5.559929475877544
tt1900937,5.8,6,5.50071827613727
tt1433810,7.0,11792,6.737615449202351
tt1666184,5.2,351,5.463065591020695
tt1825801,5.1,533,5.429706561160566
tt1727496,5.7,3387,5.615067096993375
tt1821692,3.9,43,5.47294534014943
tt1809399,6.1,285,5.561400359066427
tt1535467,5.6,8301,5.576853995000462
tt1629376,6.1,5059,5.9015610530493445
tt1694542,6.7,12091,6.494393804399973
tt1667076,4.6,2758,5.027919360973754
tt1895476,7.1,357,5.699929996499824
tt1720254,4.6,4747,4.91047329929626
tt1825655,6.5,80,5.5310077519379846
tt1465488,3.6,18,5.486417791898332
tt1867070,4.3,297,5.3725777618877375
tt1618430,6.2,3653,5.915585893060296
tt1916728,7.2,3221,6.457122880615277
tt1605790,4.0,274,5.35183850036049
tt1884268,6.8,2819,6.188982891520963
tt1814619,3.7,59,5.458499413833529
tt1886663,5.5,60,5.5
tt1887817,5.6,68,5.502647975077881
tt1629295,6.9,804,5.840677966101696
tt1363125,2.5,268,5.209537572254336
tt1887763,6.2,1888,5.801185050136736
tt1695793,5.4,403,5.486117809162935
tt1890513,4.9,2296,5.212760633861551
tt1907761,7.8,5407,7.072796256481598
tt1828289,7.0,1648,6.095949855351977
tt1883121,7.2,1793,6.21001630561379
tt1836912,7.2,7616,6.7798734677738235
tt1926313,7.7,18369,7.436451195553213
tt1939654,4.7,1179,5.243625985322099
tt1937092,4.0,1230,5.005361930294907
tt1728239,3.8,3105,4.558251561106156
tt1869296,5.6,2580,5.550787401574803
tt1934231,7.5,25281,7.320020877578201
tt1918965,6.2,5899,5.9916418621264445
tt1841542,7.4,6255,6.857452884066248
tt1562872,8.1,60826,7.99735653601996
tt1980970,2.6,188,5.297172619047619
tt1805263,8.0,3186,6.9008090045726345
tt1947973,3.9,225,5.367889908256881
tt1942905,4.3,119,5.445475372279496
tt1948150,6.7,13176,6.50862464914519
tt1801521,5.8,92,5.510648148148149
tt2012576,7.3,429,5.763639467395015
tt2032530,5.7,121,5.509233117130866
tt2023645,5.3,166,5.48754688672168
tt1848771,6.2,4629,5.954523776125685
tt1363363,1.7,547,4.817820807351493
tt1630282,4.9,259,5.44367524465386
tt1729637,4.6,20745,4.696795009679501
tt1826051,5.1,68,5.4894080996884735
tt1999935,5.0,666,5.394819962097284
tt2034011,3.7,270,5.324548736462093
tt2066925,5.5,31,5.5
tt1740710,5.8,8390,5.731129476584021
tt1627924,4.7,4964,4.967952840300107
tt1847736,6.0,91,5.517560787340795
tt1992138,6.4,6497,6.149916638879626
tt2073070,7.2,3709,6.515509743920116
tt1696191,5.4,237,5.49134088417976
tt1736552,5.7,2123,5.5918451222150125
tt1368453,6.3,84,5.526006191950464
tt1877691,5.7,930,5.554227405247813
tt2057441,6.9,3708,6.3362113402061855
tt2033947,4.4,329,5.372074938140686
tt1562871,4.6,36221,4.658108003409002
tt1839596,7.7,35757,7.556235460177223
tt2104937,3.0,159,5.350507709665288
tt1961530,2.5,316,5.1633522727272725
tt1503640,4.0,388,5.2984764542936285
tt1954598,5.9,8069,5.805383669221308
tt1985981,5.7,12089,5.665727602988554
tt1772872,5.1,1786,5.333317778814745
tt1734110,7.2,10164,6.864403032217309
tt1830786,2.9,2377,4.2327865491080585
tt1954206,6.6,8067,6.339755843664237
tt1351224,4.6,2836,5.021664167916041
tt1392744,4.7,2562,5.095100750691426
tt1512220,5.3,334,5.4764290755116445
tt1185412,4.6,6801,4.841909472099774
tt1573482,7.0,966,5.918061165608771
tt1451797,6.9,2200,6.1553191489361705
tt1345777,7.3,9431,6.9228312798591904
tt1471247,7.5,642,5.908656906429026
tt2112978,5.4,94,5.496376252891287
tt1596723,3.5,293,5.290189760114573
tt1605778,5.2,339,5.464177527298345
tt1188996,8.0,92755,7.934386646370269
tt1183917,4.1,1341,5.011221036188493
tt1373156,7.0,9451,6.686218726466405
tt1285241,7.1,47109,7.019369469249531
tt1612573,4.3,115,5.4472275334608025
tt1606162,6.1,66,5.515432579890881
tt1191130,6.4,799,5.7179751439830255
tt1620971,5.7,26,5.502058590657166
tt1437367,8.0,666,6.025900189513582
tt1620907,6.2,258,5.5654822335025385
tt1629424,2.7,16,5.482193958664547
tt1600439,5.5,698,5.5
tt1465493,4.7,613,5.342467073562481
tt1397492,7.3,1602,6.202974158946855
tt1442583,5.7,307,5.521873886711791
tt1194232,3.8,512,5.211022576361222
tt1610418,3.5,194,5.355976243504084
tt1183944,4.6,67,5.476509544215037
tt1620620,7.6,1949,6.419959541469993
tt1194236,4.9,1413,5.283337592639918
tt1612611,3.2,459,5.14322406218317
tt1285245,6.4,502,5.6504996668887415
tt1425618,3.4,206,5.340133037694013
tt1608768,6.8,342,5.656439127375088
tt1594964,4.8,87,5.476459219172788
tt1573072,5.3,11568,5.335541654819448
tt1607607,4.8,9,5.497489039457951
tt1319716,5.3,1385,5.428700128700129
tt1455816,4.2,1753,4.964166470726546
tt1334470,5.4,3897,5.439080819133969
tt1629241,6.0,482,5.580818242790074
tt1673411,4.3,146,5.433786848072562
tt1198101,6.0,11605,5.9113789436370086
tt1608777,7.1,4894,6.559020827698133
tt0443331,4.1,1606,4.952411105698977
tt1629260,3.5,40,5.468503937007874
tt1646217,4.2,175,5.414953271028038
tt1309561,5.0,594,5.404007756948934
tt1455811,5.6,8717,5.577712400820182
tt1629391,7.2,9872,6.856482379566764
tt1639426,8.2,39567,8.039541683504885
tt1395054,7.4,15169,7.1311675816401605
tt1663647,4.4,338,5.368992248062015
tt1447508,7.4,11141,7.051785059746353
tt1606267,5.2,1871,5.371585449553878
tt1191118,2.7,100,5.392307692307692
tt1722425,7.4,472,5.801749663526245
tt1227524,7.1,1136,5.999889988998899
tt1630613,6.6,83,5.535346496322106
tt1620719,6.3,25794,6.2293136353997305
tt1738293,7.2,1774,6.205615348619561
tt1245732,6.4,318,5.601561391057488
tt1745753,4.8,40,5.488976377952756
tt1649760,6.0,278,5.55003599712023
tt1244093,2.9,1462,4.540585562847047
tt1753640,5.0,1686,5.298614429049211
tt1714832,7.6,4556,6.85595238095238
tt1708453,7.0,2987,6.316566429743029
tt1744641,5.9,361,5.55047186298497
tt1558578,5.9,1857,5.670484278173055
tt1322257,6.1,1733,5.745641389085755
tt1438298,7.4,15925,7.142198100407056
tt1292642,6.2,281,5.570729953254225
tt1578261,5.2,3714,5.320695204377213
tt1920986,4.2,82,5.458714175058095
tt1773015,7.5,4660,6.801675977653631
tt1609147,7.3,20,5.514285714285714
tt0988655,4.6,191,5.436120401337792
tt1431122,4.2,1961,4.928536202645147
tt1610452,7.2,14081,6.943682528194922
tt1808221,3.2,209,5.322554448135843
tt1388903,6.6,792,5.76464155528554
tt1572311,2.5,10417,3.0806301772857476
tt1781838,5.7,344,5.524191279887483
tt1189006,4.2,628,5.239002557544757
tt1221147,6.0,191,5.535488665923449
tt1279105,3.4,132,5.394680851063829
tt1667838,5.6,7059,5.573846636677476
tt1182884,4.2,2314,4.875114250103864
tt1499201,5.8,5697,5.708503110894229
tt1742307,3.7,137,5.406484641638225
tt1124386,3.9,113,5.430807500956755
tt1396208,4.2,5094,4.627969449565446
tt9052964,2.5,158,5.3216704288939045
tt10404768,7.5,19,5.515085351329893
tt10360496,7.6,570,5.889902280130293
tt6752836,0.0,0,5.5
tt6750100,6.2,31,5.5085736862900045
tt9574388,0.0,0,5.5
tt7881528,0.0,0,5.5
tt4303010,7.1,15895,6.88254960587116
tt5309720,2.7,788,4.828953771289538
tt6656806,0.0,0,5.5
tt7997334,0.0,0,5.5
tt4718678,0.0,0,5.5
tt10635372,0.0,0,5.5
tt3482198,0.0,0,5.5
tt1680317,0.0,0,5.5
